,Date Created,Number of Likes,Source of Tweet,Tweet,Sentiment
1847,2022-11-20 18:39:59+00:00,0,Twitter for Android,"#FIFA suddenly made new #football offside rule to cancel the fastest goal in the history of the #WorldCup opening. 
#Qatar made history already as the country that conceded the fastest goal in world cup history 
#QatarWorldCup2022
#WorldCup2022 https://t.co/BwJVAWkR1z",negative
1848,2022-11-20 18:39:53+00:00,2,Instagram,"Did you know?
In the tournament's 92 years history, Qatar is the first World Cup host to lose their opening game.

#worldcup2022 
#genius_updates https://t.co/SBulo51trX",neutral
1849,2022-11-20 18:39:44+00:00,9,Twitter for Android,"Antoine Griezmann training tonight 😍 Getting closer to France VS Australia 🔥🔥🔥🔜💪💪💪💪💪
Allez Grizou 😘😘😘😘 #TeamGrizi #equipedefrance #WorldCup2022 #SuperAntoineGriezmann #RespectGriezmann #GrizouLegend https://t.co/W2UfHBbkqT",positive
1850,2022-11-20 18:39:32+00:00,0,Twitter for Android,'Landed' gidigba for Qatar like the Eagle 😜😜😜😂😂😂. Do enjoy the #WorldCup2022 tournament without our Super Eagles 😔 https://t.co/NXVaJ5ESZa,positive
1851,2022-11-20 18:39:22+00:00,0,Twitter Web App,"@BBCSport @BBC you don't show the opening ceremony because you wanted to moan a bit more about Qatar. I came to watch football, not a political speech. #WorldCup #WorldCup2022",negative
1852,2022-11-20 18:39:16+00:00,0,Twitter for iPhone,Not even one half time in the #WorldCup2022 that @tod_tv app and website are down! What a shame. What a rip of. These monopolies should not be allowed by #fifa   Booooooooooooo!,negative
1853,2022-11-20 18:39:15+00:00,1,LinkedIn,"It's Time For Some Football! (Soccer) #STLBlackWoman
#Nigeria #America #Ghana #Africa #WorldCup2022 #Qatarworldcup2022 
#STL #STLCitySC #MLS #FIFA #Soccer https://t.co/ZEw03IStaz",positive
1854,2022-11-20 18:39:07+00:00,0,Twitter for iPhone,Let’s call it American Rugby 🏉 #WorldCup2022 https://t.co/z1rPZvelIZ,neutral
1855,2022-11-20 18:38:56+00:00,1,Twitter for iPhone,And we’re off #WorldCup2022 https://t.co/ssTdCIaoIU,neutral
1856,2022-11-20 18:38:52+00:00,1,Twitter for iPhone,When it comes to the World Cup in #Qatar. It’s brilliant speaking from a position of righteousness… until a certain group of people who caused World War 1 and 2 and have a insecurity complex decide to look at themselves in the mirror. Take a hard look. #WorldCup2022,neutral
1857,2022-11-20 18:38:51+00:00,1,Twitter for iPhone,"Football fans chant for Palestine and raise Palestinian flags during a live broadcast by an Israeli TV in Qatar in #WorldCup2022. 
 
#RaisePalestineFlags

 https://t.co/5c5fQ7tJaI",neutral
1858,2022-11-20 18:38:50+00:00,0,Qualtrics Social Connect,"@StevieA14 Thanks for your #WorldCup2022 #RequestABet. We've passed this on to our traders and will be in touch if a price can be offered. 
Due to high volumes, not all requests can be priced, we would advise checking those available on site here &gt; https://t.co/VfJs5uYtyA https://t.co/guKf7rVZrt",positive
1859,2022-11-20 18:38:50+00:00,2,Twitter for Android,"Arab fans proudly raise the Palestinian flags and sing for Palestine outside Lusail Boulevard in Qatar as #WorldCup2022 is about to kick-off.
#RaisePalestineFlag 🇵🇸 https://t.co/xLnEltVGqu",positive
1860,2022-11-20 18:38:43+00:00,4,Twitter Web App,"@BBCSport @BBCOne What a disgraceful coverage of the #WorldCup2022 on the first day. Over 30 minutes of #Qatar bashing, promoting liberal propaganda instead of actually showing the World Cup Opening Ceremony, not even for a minute of it. SHAME ON YOU!",negative
1861,2022-11-20 18:38:42+00:00,0,Twitter Web App,"Most legit World Cup by a dictatorship: 
#WorldCup2022 #WorldCup #quatar #fake #bot https://t.co/6qXmv6CPoh",negative
1862,2022-11-20 18:38:23+00:00,1,Twitter for Android,"Vice President Jagdeep Dhankhar on Sunday embarked on a two-day visit to Qatar during which he will represent India at the inauguration of the FIFA World Cup...

#QatarWorldCup2022 #WorldCup2022 @jdhankhar1

#NicobarTimesNews https://t.co/NgxGnJRxzS",neutral
1863,2022-11-20 18:38:06+00:00,0,Twitter for iPhone,I hate both sides of the #WorldCup2022 argument equally.,negative
1864,2022-11-20 18:37:20+00:00,0,Twitter for iPhone,The Qatari players are the players Andre Ayew plays with and as opponents. #WorldCup2022,neutral
1865,2022-11-20 18:37:19+00:00,0,Twitter Web App,"And it’s here. WE WANT BEER! 
#budweiserworldcup #Budweiser #beerban #beer #WorldCup2022 #QuatarWorldCup2022 
https://t.co/aY3k1krzdR",positive
1866,2022-11-20 18:37:14+00:00,0,Twitter for Android,"@SSFootball This Qatari team didn't show that they have the tactical ability to beat any team in their group. 

#WorldCup2022 #QatarvsEcuador",negative
1867,2022-11-20 18:37:12+00:00,2,Twitter for iPhone,Croatian fans have touched base #WorldCup2022 #FIFAWorldCup #QatarWorldCup2022 https://t.co/yUu5rcFTKK,neutral
1868,2022-11-20 18:37:07+00:00,0,Twitter for iPhone,Let’s go! #usa #fifa #england #netherlands #fifa2022 #worldcup2022 #qatar https://t.co/IZgFB4w4Dg,positive
1869,2022-11-20 18:36:52+00:00,0,Twitter Web App,"Goosebumps...
Love and peace to all who will come forward, whatever race, religion or orientation
#WorldCup2022 

https://t.co/mYH7J8enuY",positive
1870,2022-11-20 18:36:41+00:00,5,Twitter for iPhone,@Bicio_twit @Mr_Burns_Sol @okaybears @powerofpixel @ToiletSenpai_ @Strikewashere @dadaisokay @DrimsOKB @phantomus_host @suby_sol @okaybearsUK Predictions Spain 🇪🇸 vs Costa Rica 🇨🇷? The Bear is looking hella tough! #FIFAWorldCup ##FIFAWorldCup2022 #WorldCup2022 https://t.co/XAAKBaJQNp,neutral
1871,2022-11-20 18:36:37+00:00,2,Twitter for Android,"Like joke like joke first match of the #WorldCup2022 has ended 

Waiting for the rest of the matches",negative
1872,2022-11-20 18:36:32+00:00,2,Twitter Web App,💙 MONEY CAN'T BUY ECUADOR! QATAR 0-2 ECUADOR REACTION/REVIEW | VALENCIA ... #WorldCup2022 #Qatar2022 #QATECU Watch here: https://t.co/LouBa4Gaql via @YouTube https://t.co/lKzsERFhp9,neutral
1873,2022-11-20 18:36:21+00:00,0,Twitter for Android,"@thomasmlambo is a breath of very fresh air.
Happy to see him on @SuperSportTV
#WorldCup2022 commentaries.
Cc @SuperSportBlitz",positive
1874,2022-11-20 18:36:18+00:00,0,Twitter for iPad,"As expected. #FIFAWorldCup #WorldCup2022

https://t.co/7cnTF0KHoB",neutral
1875,2022-11-20 18:36:17+00:00,0,Twitter Web App,This is disgusting!! @TeamEngland @FIFAcom!! You couldn't even use a BRITISH factory that pays a decent wage to their employees! Where is your morality? British folks would have felt so much pride having a hand in creating their country's own kit! #WorldcupQatar2022 #WorldCup2022 https://t.co/UChEU13Edl,negative
1876,2022-11-20 18:36:04+00:00,2,Twitter for Android,"No censoring of Palestine and the Palestinian flag, so #RaisePalestineFlag at #WorldCup2022! 🇵🇸

In solidarity with Palestine, a Moroccan youth raises the Palestinian flag at World Cup 2022 in Qatar. ❤️🇵🇸 https://t.co/wcmYFLju2F",positive
1877,2022-11-20 18:36:03+00:00,0,Twitter for Android,"This is not right @SuperSportTV .
Why not giving #SouthAfrican the opportunity in these tough times and high #unemployment ?
@GovernmentZA #PutSouthAfricaFirst 
#Foreigner taking her #Job in full view #live
#WorldCup2022 
@carteblanchetv @SAfmRadio @DStv https://t.co/ajGQYjaSJ4",negative
1878,2022-11-20 18:35:59+00:00,0,Twitter for iPad,"@TrollFootball I heard a pretty good description of the World Cup 
It’s like organizing 64 Super Bowls in 30 days
It’s the biggest sporting event in the world!
#VamosArgentina #Messi𓃵 #WorldCup2022 https://t.co/GQs6Z7YdC3",positive
1879,2022-11-20 18:35:57+00:00,1,Twitter Web App,"@FIFAWorldCup and it's called FOOTBALL not soccer...
😡😡

 #football_not_soccer #WorldCup #WorldCup2022 #Mondiali2022 #Mondiale",negative
1880,2022-11-20 18:35:55+00:00,4,Twitter Web App,"The Qatari national team is losing to its Ecuadorean counterpart, 0-2, in the match that was held between them this evening at Al-Bayt Stadium in the opening of the first group matches of the Qatar World Cup 2022.

https://t.co/6UbVQLzP5O
#QATECU #WorldCup2022",negative
1881,2022-11-20 18:35:53+00:00,3,Twitter Web App,"Spurs supporters responsibly tweeting about Qatar, World Cup, and human rights issues. Also, Asian Spurs supporters  celebrating diversity and that an Asian entertainer performed at the opening ceremony. 👏💙⚽️

Arsenal fan here...

#WorldCup2022 https://t.co/E07fxBHtm2",positive
1882,2022-11-20 18:35:49+00:00,1,Twitter for iPhone,"#WorldCup #WorldCup2022 

WHAT GOES AROUND COMES AROUND! #Qatar https://t.co/REkKho233j",neutral
1883,2022-11-20 18:35:48+00:00,4,Twitter Web App,Love this guy. Yes I love my Football but I won't be watching any of this. The competition simply went to the highest bidder. A country with an appalling record on Human Rights and no gender equality. I can wait another 4 yrs. #FIFAcorruption #NoHijab #WorldCup2022 #FIFA #Qatar https://t.co/bQ1vtoffJV,negative
1884,2022-11-20 18:35:44+00:00,4,Twitter Web App,"The Qatari national team is losing to its Ecuadorean counterpart, 0-2, in the match that was held between them this evening at Al-Bayt Stadium in the opening of the first group matches of the Qatar World Cup 2022.

https://t.co/6UbVQLiM3O
#QATECU #WorldCup2022",negative
1885,2022-11-20 18:35:44+00:00,1,Twitter Web App,Qatar 0-2 Ecuador: Recap and result as Valencia double downs the hosts #WorldCup2022  https://t.co/cOsczL3Brb,neutral
1886,2022-11-20 18:35:41+00:00,2,Twitter Web App,"NEW PODCAST EPISODE World Cup Day 1 - Qatastrophe 

Join @RossBell__ &amp; @FMCM_FC as they round up that Qatarstrophe, We will be back tomorrow with all of day 2's action rounded up! #WorldCup2022 #QatarWorldCup2022 #QatarEcuador 
 https://t.co/A48MsxiPeG",neutral
1887,2022-11-20 18:35:34+00:00,11,Twitter for Android,"We are on it !!!

Join me for the second half

Qatar vs Ecuador... Change your language to Igbo

#WorldCup #WorldCup2022 https://t.co/UWz6UxJHU9",neutral
1888,2022-11-20 18:35:32+00:00,1,Twitter for Android,"The vibes at the field here is crazy.
Join me in Qatar for the best @FIFAWorldCup experience of your life.
Shout out to @qatarairways for making it possible. 
You guys have done a great job.
#FIFAWorldCup #Qatar2022 #FIFAWorldCup2022 #WorldCup2022 https://t.co/ms6kvJnNaA",positive
1889,2022-11-20 18:35:23+00:00,0,Twitter for Android,"What a disgrace it is that Italy is playing friendlies on the opening day of #WorldCup2022 
#incredibleandnotlikehulk
#howisthispossible
#italy
#forzaazzurri",negative
1890,2022-11-20 18:35:11+00:00,0,Twitter for iPhone,@nocontextfooty From the bottom of my heart I enjoy qatars lost. Hope they will play that bad again!!!!!! #fifalostfirstgame #FIFAWorldCup #WorldCup2022,negative
1891,2022-11-20 18:35:10+00:00,1,Twitter Web App,Qatar goalkeeper. #WorldCup2022 https://t.co/N2J8Mh0XDr,neutral
1892,2022-11-20 18:34:58+00:00,2,Twitter for iPhone,"The world's best photo
Over 2 decades of greatness.🐐🐐
#WorldCup2022 https://t.co/tEVvkva1Y2",positive
1893,2022-11-20 18:34:51+00:00,0,Twitter Web App,"If we can't have a #WorldCup2022  without slavery, perhaps we should't have a #WorldcupQatar2022  at all... 

https://t.co/TNDIphDUhv",negative
1894,2022-11-20 18:34:50+00:00,0,Twitter for iPhone,"as #WorldCup2022 starts, I can add fan tokens to the cart for the fan token portfolio. But do not forget; fan tokens are not for investment but gambling (NFA) 
#City
#Juv 
#Atm 
#lazio 
#santos 
#Fantoken #Chz #Fan #Binance",neutral
1895,2022-11-20 18:34:42+00:00,2,Twitter Web App,"The Qatari national team is losing to its Ecuadorean counterpart, 0-2, in the match that was held between them this evening at Al-Bayt Stadium in the opening of the first group matches of the Qatar World Cup 2022.

https://t.co/A0JHnit1nI
#QatEcu #WorldCup2022",negative
1896,2022-11-20 18:34:36+00:00,1,Twitter for Android,"#JioCinema engineers right now after #worldcup match 
#FIFAWorldCup #QatarWorldCup2022 #football #WorldCup2022 https://t.co/SkxhWj8vk3",neutral
1897,2022-11-20 18:34:36+00:00,50,Twitter for iPhone,Join us to show solidarity with Iranians. In honour of Jina/Mahsa being 22 yrs old say #mahsaamini ‘s name at minute 22 of each #worldcup2022 wherever you are watching football. Record a video and share with #sayhername22 https://t.co/97KmDniyWf,positive
1898,2022-11-20 18:34:35+00:00,1,Twitter for iPhone,"@SkySportsNews Qatar should prosecute/punish anyone who spits on their customs according to the dictates of their laws. 
#NoMercyForStupidy 
#WorldCup2022",negative
1899,2022-11-20 18:34:28+00:00,0,Twitter for iPhone,The Daily Mail … concerned about human rights abuses in Qatar … yet happy to see migrants drown in The Channel ..  #Hypocrisie #WorldCup2022,negative
1900,2022-11-20 18:34:18+00:00,5,Twitter for iPhone,Raising the Palestinian flag at Al-Bayt Stadium during the #WorldCup2022 🇵🇸 https://t.co/Rny44RZBtv,neutral
1901,2022-11-20 18:34:16+00:00,5,Twitter for iPhone,who do you guys support for the #WorldCup2022 ?,neutral
1902,2022-11-20 18:34:02+00:00,0,Twitter Web App,"If you were a football fan and could afford to go to #Qatar2022WorldCup #WorldCup2022, would you choose to go?",neutral
1903,2022-11-20 18:34:01+00:00,0,Twitter for iPhone,"This 16 years old kid was killed today by Islamic regime.
Are you still alive?
Do you hear us?
Does it matter?
*Iran*
#HumanRights 
#WorldCup2022 
#WorldcupQatar2022 
#worldcup2022qatar 
#UNICEF 
#UNESCO https://t.co/0Oa8BpI7Kv",negative
1904,2022-11-20 18:34:00+00:00,0,Twitter for Android,I might look okay but deep down I fear for his life! #WorldCup2022 #FIFAWorldCup #QATECU https://t.co/f4iGWqkT3c,negative
1905,2022-11-20 18:33:59+00:00,1,Twitter Web App,One more reason to add to the list as to why the World Cup shouldn't be in Qatar....they are one of the worse teams ever to play in the competition! Absolutely shocking! #WorldCup #WorldCup2022 #QatarWorldCup2022,negative
1906,2022-11-20 18:33:50+00:00,0,Twitter for iPhone,Today was the first time I ever watch Qatar play. And I cancelled my bet when I saw that first touch. 👋🏾#Worlds2022 #WorldCup2022 #QatarWorldCup2022 #QatarvsEcuador,negative
1907,2022-11-20 18:33:45+00:00,0,Twitter for Android,"Brilliant!
Well done Ecuador.

The beer is on sale in the Qatar gay bars.👍

#WorldCup2022 #LGBTQIA https://t.co/JhViRNlSc7",positive
1908,2022-11-20 18:33:38+00:00,0,Twitter for iPhone,"For the First time in history, the host Nation (Qatar) have lost the opening game in a #WorldCup2022",negative
1909,2022-11-20 18:33:14+00:00,0,Twitter for iPhone,"I predicted Brazil 🇧🇷 will beat France 🇫🇷 in the 2022 World Cup final.
Play @AJEnglish’s #WorldCup2022 AI predictor game.
https://t.co/uLFVmX95II",neutral
1910,2022-11-20 18:33:13+00:00,5,Twitter for iPhone,Alright who ya got in the #WorldCup2022 ?,neutral
1911,2022-11-20 18:33:08+00:00,3,Twitter Web App,"WORLD CUP DAY 1 - Qatastrophe 
Join myself and @FMCM_FC as we round up the opening game of the #WorldCup2022 #QatarEcuador 

https://t.co/Z2DHlugRro",neutral
1912,2022-11-20 18:33:07+00:00,8,Twitter for iPhone,"How was today’s commentary?🥰

#WorldCup2022 | #R4WorldCup",positive
1913,2022-11-20 18:33:04+00:00,1,Twitter for iPhone,"Saturday evening sorted… 

France vs Denmark 4pm

Argentina vs Mexico 7pm 

#WorldCup2022",neutral
1914,2022-11-20 18:32:52+00:00,14,Twitter for iPhone,Me when someone mentions the #WorldCup2022 https://t.co/Q8btv3Weuz,neutral
1915,2022-11-20 18:32:48+00:00,6,Twitter for Android,"Qatar prepared everything for the #WorldCup2022, but their team.",neutral
1916,2022-11-20 18:32:45+00:00,0,Twitter for Android,"I wonder if Qatar meet Brazil  my goodness
#WorldCup2022",neutral
1917,2022-11-20 18:32:44+00:00,0,Twitter Web App,"C'MON YOU SOCCER!!

#WorldCup2022 #QatarWorldCup2022 https://t.co/THtMYmj9Nt",positive
1918,2022-11-20 18:32:41+00:00,2,Twitter for iPhone,Wishful thinking @EASPORTSFIFA… 😂🤣😂 #WorldCup2022 #fut23 https://t.co/hG8aSwXkGP,neutral
1919,2022-11-20 18:32:35+00:00,9,Twitter Web App,"Elon Musk we are your fans! With your permission we want to send you a gift on behalf of our project ⚽️🤝❤️

#WorldCup2022 @elonmusk https://t.co/xC6r5kF35W",positive
1920,2022-11-20 18:32:35+00:00,1,Twitter for iPad,"Welcome to the #WorldCup2022 “Qatar vs Ecuador” 
https://t.co/pgHmNIdnNX",neutral
1921,2022-11-20 18:32:30+00:00,2,Twitter for Android,Congrats to #ecuador on their world Cup win vs Qatar ..#WorldCup2022 Spent alot for time in the  #chota valley where most of the team is from. https://t.co/nPRMPhfT7a,positive
1922,2022-11-20 18:32:29+00:00,7,Twitter for iPhone,"what an opening ceremony that was 😍😍🔥🔥🔥 Qatar for you 👋🏼🤩 
#QatarWorldCup2022 #Qatar2022opening #WorldCup #WorldCup2022 #كأس_العالم_2022 https://t.co/ATVc1t8OZw",positive
1923,2022-11-20 18:32:04+00:00,0,Twitter for iPhone,Got my parlay so that’s one good thing about #WorldCup2022…,positive
1924,2022-11-20 18:32:02+00:00,0,Twitter Web App,Bet you can't find a sofa 99% of people would NOT want to be sitting on. #BEINSports #WorldCup2022 https://t.co/UCHZR9b0aS,negative
1925,2022-11-20 18:32:01+00:00,0,Buffer,"Make £5.41 profit with this LiveScore Bet offer on England v Iran on Monday! #WorldCup2022

SEE HOW: https://t.co/OfWPqAweq0 https://t.co/JdQBvMtESN",positive
1926,2022-11-20 18:32:00+00:00,2,TweetDeck,"Let's go USA! #WorldCup2022

https://t.co/v2UQ6GzJoJ",positive
1927,2022-11-20 18:31:48+00:00,0,Twitter for Android,"@notorious_73 @MufcWonItAll @UnitedsTime And the lives lost building the stadiums? Or the ppl getting stoned to death for their sexuality? Are they being respected. 

It should never have been there in the first place. Money talks!

The ppl saying ""let's just enjoy it"" too. Joke.

#HumanRightsViolations #WorldCup2022",negative
1928,2022-11-20 18:31:47+00:00,0,Twitter for Android,Qatar fans are disgrace leaving the stadium in droves at half time absolutely pathetic bunch. #WorldCup2022,negative
1929,2022-11-20 18:31:46+00:00,1,Twitter for iPhone,"“Me personally I wouldn’t let Ecuador beat me in my own city But that’s just me”
#WorldCup2022 https://t.co/W4mdFSVQX3",neutral
1930,2022-11-20 18:31:37+00:00,0,Twitter for Android,"Nevermind #qatar you did well.
Back to training tomorrow.....
#WorldCup2022 #WorldCup https://t.co/u55dQ6UcPh",positive
1931,2022-11-20 18:31:35+00:00,0,Twitter for iPhone,"South africans are struggling! #unemployment. Young people are resorting to drugs due to absence of opportunities,Black politicians and the so called Black leaders are have destroyed and are continuing to destroy and oppress black folks.
Our people are struggling! #WorldCup2022",negative
1932,2022-11-20 18:31:33+00:00,9,Twitter Web App,Thursday has #Brazil in the #WorldCup2022 🇧🇷,neutral
1933,2022-11-20 18:31:15+00:00,1,Twitter for iPhone,We shall see… 🤞🏼 #MyUSMNTXI #WorldCup2022 #USMNT https://t.co/3yeGXFBSSI,neutral
1934,2022-11-20 18:31:06+00:00,5,Twitter for Android,"Full Time:
QATAR 0 - 2 ECUADOR

🤔Disappointing performance from The hosts
⚽ Will they rise in the next game?

🚀 Meanwhile, Ecuador had a good game tonight

#EFUN #WorldCup2022 #FIFAWorldCup #Qatar2022 #QatarvsEcuador #CRYPTO https://t.co/Jdln7OoEga",negative
1935,2022-11-20 18:31:03+00:00,10,Twitter for iPhone,We would like to send a reminder to parents that all children will need to wear activewear/football kits tomorrow and to also bring a waterproof jacket! ⚽️🏴󠁧󠁢󠁷󠁬󠁳󠁿 #HCI #WorldCupLaunch #WorldCup2022 https://t.co/0cIj0yBr4u,neutral
1936,2022-11-20 18:31:03+00:00,0,Twitter for Android,"#WorldCup2022▪️The big World Cup preview BLOG: Half-finished but it will do for now... https://t.co/XpkFzfqk6Q

#QATECU https://t.co/alF3mwc6lM",neutral
1937,2022-11-20 18:30:51+00:00,2,Twitter Web App,Cry and cry more hypocrites! The murderers of millions in the Middle East. The founders of white supremacy and the architects of the Balfour Declaration shouldn’t be policing the world about humanitarian issues. #WorldCup2022 #qatar #bbc https://t.co/trqLIAVt6o,negative
1938,2022-11-20 18:30:50+00:00,0,Twitter for iPhone,"Qatar #worldcup2022 full of Arabic men !! #QatarWorldCup2022 Hardly No women, whites , blacks , Asians in the crowd but no talk of #racism #sexism #prejudicism ! Their culture we have to bow down to ! Any other country would be slated, why ? 💰@FIFAWorldCup @FIFAcom @QFA_EN #Fa",neutral
1939,2022-11-20 18:30:41+00:00,0,Twitter for iPhone,@visegrad24 And…They won’t.. #WorldCup2022,neutral
1940,2022-11-20 18:30:40+00:00,1,LinkedIn,"FIFA World Cups Updates End of Opening Match- 🇶🇦 Qatar 0 - 2 🇪🇨 Ecuador

Qatar is the first host nation in World Cup HISTORY to lose their opening match 😳

#openingmatch #Qatar #Ecuador #Équateur #FIFA #worldcup2022 #sports #WorldCupQatar2022 #world…https://t.co/VlyQG9td7p",neutral
1941,2022-11-20 18:30:35+00:00,1,Twitter for Android,"#Qatar 0-2 #Ecuador: Qatar are the first hosts in the history of the #WorldCup to lose the opening match -
 https://t.co/BIF0k8psju 

#WorldCup2022 #QatarWorldCup2022",neutral
1942,2022-11-20 18:30:28+00:00,3,Twitter for Android,"The #WorldCup2022 has started and due to popular demand, we have drawn x3 sweepstakes.  All prizes and rules apply the same for all. Good luck to your drawn teams and good luck to England. Is it coming home? ⚽️ #worldcupsweepstake https://t.co/oPSnhkEFlP",positive
1943,2022-11-20 18:30:24+00:00,0,Twitter for Android,"Just watched a video on how to properly pronounce Qatar.  It was 8 minutes long because it's that hard to for native English speakers to pronounce.
#WorldCup2022",negative
1944,2022-11-20 18:30:22+00:00,1,Twitter Web App,"@QFootLive @g_almuftah The power of the human will!
Be blessed and may the good heavens fulfill your wishes Ghanim Al Muftah! #Worldcup2022 #Katar2022",positive
1945,2022-11-20 18:30:21+00:00,0,Twitter for Android,"JEON JUNGKOOK!?

#QatarWorldCup2022 #DreamersbyJungkook #JungKook #WorldCup2022 https://t.co/T6M3V1Vpw0",neutral
1946,2022-11-20 18:30:16+00:00,1,Cloud Campaign,"Is your dog an expert goalkeeper able to catch or stop every ball? 

Maybe better suited to midfield or striker because they can sprint super fast?

Or does your dog sit on the sideline, ignore the ball, and expect you to go and get it?

#WorldCup #FIFAWorldCup #WorldCup2022 https://t.co/m76g9fx8R9",neutral
1947,2022-11-20 18:30:15+00:00,13,Twitter Web App,"Guess the correct scoreline for #USA vs #Wales to win 100 $BET tokens. Only 1 winner will be selected.

⚡️ Must have a prediction in https://t.co/EOGhfXSsJH to qualify

#WorldCup2022 #PredictionDEX #Zilliqa #Ethereum #Solana #Predict2Earn #Aptos #zkSync https://t.co/RUJz1Dk7iR",neutral
1948,2022-11-20 18:30:13+00:00,1,Twitter for Android,"Ahhh Qatar being handed a huge L on the opening match. 

How perfect!

#WorldCup2022",positive
1949,2022-11-20 18:30:08+00:00,7,Twitter Web App,"🔜As England open their #WorldCup2022 campaign tomorrow...

We thought it would only be fair to bring back our Twitter Chosen RequestABet 🤩

First up, 

How many goals will England score? 🏴󠁧󠁢󠁥󠁮󠁧󠁿🔜

#ThreeLions",positive
1950,2022-11-20 18:30:06+00:00,0,Twitter Web App,"I predicted Argentina 🇦🇷 will beat England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 in the 2022 World Cup final.
Play @AJEnglish’s #WorldCup2022 AI predictor game.
https://t.co/kVd5QtjIys",neutral
1951,2022-11-20 18:30:05+00:00,0,LaterMedia,"With Senegal crowned African Cup of Nations winners earlier this year they're bound to give anyone a run for their money. 

How will they fare against the Netherlands who are back after failing to qualify for Russia in 2018?

#kickoff #WorldCup2022",positive
1952,2022-11-20 18:30:05+00:00,0,Twitter for iPhone,"World Cup - Group A Standings:

1.) Ecuador 3 (+2)
2.) Netherlands 0
3.) Senegal 0
4.) Qatar 0 (-2)

#WorldCup2022 #Qatar #ECU",neutral
1953,2022-11-20 18:30:00+00:00,12,Twitter Media Studio,"From Roshn Saudi League, to the World Cup 🇸🇦🏆

A new challenge begins 𝗧𝗢𝗗𝗔𝗬 💫

#RoshnSaudiLeague | #WorldCup2022 https://t.co/K0M1DX8ruA",neutral
1954,2022-11-20 18:30:00+00:00,2,TweetDeck,"The #WorldCup2022 Preview for the Odds On Podcast is LIVE

This week we discuss: 

⚽Group Winners
⚽Big Shocks
⚽Golden Boots 
⚽World Champions

and lots more in 60 minutes of #betting chat for #GamblingTwitter

Click below, get ODDS ON!

https://t.co/dc2fJVE2Qw",neutral
1955,2022-11-20 18:30:00+00:00,24,TweetDeck,"FIFA President Gianni Infantino defended #Qatar from what he called Western “hypocrisy” amid criticism of the Gulf country’s hosting of #WorldCup2022. @FIFAcom
https://t.co/fLvHTw6VTW",neutral
1956,2022-11-20 18:29:54+00:00,4,Twitter for Android,"FIFA World Cups Updates End of Opening Match- 🇶🇦 Qatar 0 - 2 🇪🇨 Ecuador

Qatar is the first host nation in World Cup HISTORY to lose their opening match 😳

 #Qatar #Ecuador #Équateur #FIFA #worldcup2022 #sports #WorldCupQatar2022 #world #goal #regs #facebookfootball https://t.co/C5V5y5suuW",neutral
1957,2022-11-20 18:29:52+00:00,8,Twitter Web App,"World Cup 2022: Enner Valencia scores two goals as host Qatar loses to Ecuador

READ MORE: https://t.co/27J1uX5gww

#EcuadorvsQatar | #Ecuador | #ECU |#WorldCup2022 https://t.co/dqid8AZuSQ",neutral
1958,2022-11-20 18:29:31+00:00,0,Twitter for iPhone,Camila backing Argentina this #WorldCup2022 and so am I! 🇦🇷🇦🇷🇦🇷🇦🇷 https://t.co/7vPAKOz3a2,positive
1959,2022-11-20 18:29:28+00:00,0,Twitter for iPhone,An important framing for #WorldCup2022 https://t.co/DSZ1HTulYq,positive
1960,2022-11-20 18:29:26+00:00,1,Twitter for Android,"🇪🇨 Full-time scenes at the talkSPORT FanZone as the Ecuador fans celebrate a 2-0 win against Qatar! 

#FIFAWorldCupQatar2022 #TSWorldCup  #FIFAWorldCup
#WorldCup #WorldCup2022
#BreakingNews #Qutarworldcup #Ecuador #EcuadorvsQatar #ECU  https://t.co/4ogGHo8qZM",positive
1961,2022-11-20 18:29:23+00:00,3,Twitter for iPhone,@suilahedbar No competition! #WCIxFootball @wcierc20 #WCI #WCINFT #WorldCup #WorldCup2022 #WorldcupQatar2022 https://t.co/SQ8MuDUPrr,positive
1962,2022-11-20 18:29:20+00:00,2,Twitter for Android,Balde having fun in @QatarWorldCupes @Qatarworldcuphd @qatarworldcuphq while preparing for the #WorldCup2022 https://t.co/Za8xqbKsxD,positive
1963,2022-11-20 18:29:19+00:00,0,Twitter for Android,"Got to love a bit of drama on the first day of the #FIFAWorldCup 

#WorldCup2022 #QatarWorldCup2022",positive
1964,2022-11-20 18:29:16+00:00,0,Twitter Web App,"#Worldcup2022
#QatarvsEcuador 0-2 Congratulations #Ecuador",positive
1965,2022-11-20 18:29:09+00:00,3,Twitter for iPad,"Smile of the @FIFAWorldCup #WorldCup2022 has already been awarded to this young lad from #Mulanje #Malawi who is proud to wear his first ever football kit
@BBCfootballs #Argentina #Charity #Football https://t.co/6nU8xVgU9s",positive
1966,2022-11-20 18:29:05+00:00,0,Twitter for Android,"This is the qr code inside every Hotels room in Qatar, during the #WorldCup2022, will feature barcodes where fans can learn about Islam free from stereotypes. 
https://t.co/TZA5c4G50v",neutral
1967,2022-11-20 18:29:05+00:00,13,Twitter for iPhone,"@Goatyboy11 @okaybears @okaywithus Yessir!! Off the strength of the @MLS, could this be the year USA 🇺🇸 make it to quarter finals!!? #FIFAWorldCup #FIFAWorldCup2022 #WorldCup2022 https://t.co/nl2SPMldXE",positive
